case,family,noise_std,noise_seed,variant,run,status,touches,false_stop,quality_met,final_rmse,final_max_error,coverage_95,interval_width,motion_time,audit_touches,coverage_touches,optimizer_fallbacks,distance,time_averaged_rmse,repeat_fraction,compute_p95_seconds,wall_seconds,rmse_at_available_8,rmse_at_available_16,rmse_at_available_32,rmse_at_available_64,rmse_at_available_128
circle-validation-1,circle,0.005,52001,fixed-budget,circle-validation-1-n0-s52001-fixed-budget,budget_exhausted,128,False,True,0.004478776102507047,0.015327547280399367,0.980712890625,0.021065421944387097,295.7709816375255,0,0,0,200.28890308062233,0.02225761795106342,0.0,0.02054725580019294,4.326225730999795,0.007259103371744781,0.0050129419447601286,0.005395868514235099,0.004482112639028651,0.004478776102507047
circle-validation-1,circle,0.005,52001,learned-budget,circle-validation-1-n0-s52001-learned-budget,budget_exhausted,128,False,True,0.0020285718039113644,0.005677708358636624,0.96142578125,0.009162400246718676,294.0038357698811,0,0,0,198.521757212978,0.022187462998755923,0.046875,0.02120928049916983,4.40752324999994,0.007259103371744781,0.004656307150092727,0.003904108074165518,0.003284136980647454,0.0020285718039113644
circle-validation-1,circle,0.005,52001,learned-coverage,circle-validation-1-n0-s52001-learned-coverage,budget_exhausted,128,False,True,0.0019431741577463563,0.004764307758749753,0.995849609375,0.009179505600513485,306.5702063842404,0,24,0,211.0881278273371,0.02210499685009003,0.1015625,0.02033172190012919,3.731069062001552,0.007259103371744781,0.004452439720930582,0.003402057688057593,0.0027989902713368973,0.0019431741577463563
circle-validation-1,circle,0.005,52001,uncertainty-stop,circle-validation-1-n0-s52001-uncertainty-stop,confident,16,False,True,0.004452439720930582,0.009644907110677226,0.987060546875,0.021207829401312626,40.67133436507086,0,1,0,28.73607454545796,0.022114539230434983,0.0,0.01117101125055342,0.1830155730003753,0.007259103371744781,0.004452439720930582,0.004452439720930582,0.004452439720930582,0.004452439720930582
circle-validation-1,circle,0.005,52001,guarded-stop,circle-validation-1-n0-s52001-guarded-stop,confident,34,False,True,0.00327736733201273,0.009214358840343717,0.964599609375,0.01516356483966625,86.12285732977423,2,4,0,60.76043021309679,0.02210499685009003,0.0,0.010385729750032623,0.4439517809987592,0.007259103371744781,0.004452439720930582,0.003402057688057593,0.00327736733201273,0.00327736733201273
circle-validation-1,circle,0.005,52002,fixed-budget,circle-validation-1-n0-s52002-fixed-budget,budget_exhausted,128,False,True,0.004011409673145621,0.01280513729705518,0.984375,0.021065483461997533,299.89432199536196,0,0,0,204.41224343845894,0.02379615148538136,0.0,0.019267029600632667,3.9374174240001594,0.011018961766235558,0.005969196419744084,0.005211675008957814,0.004356559606922054,0.004011409673145621
circle-validation-1,circle,0.005,52002,learned-budget,circle-validation-1-n0-s52002-learned-budget,budget_exhausted,128,False,True,0.001991521964814884,0.007215410114918386,0.9501953125,0.009157907591327313,301.09696293306445,0,0,0,205.6148843761613,0.023730666846237845,0.046875,0.01590530454968756,3.7006038229992555,0.011018961766235558,0.005632942966886858,0.003804752746802144,0.0027706167351251054,0.001991521964814884
circle-validation-1,circle,0.005,52002,learned-coverage,circle-validation-1-n0-s52002-learned-coverage,budget_exhausted,128,False,True,0.001911979112161148,0.004639360976937901,0.97900390625,0.009152835876646875,305.04849744265766,0,24,0,209.56641888575462,0.02340884014528966,0.0703125,0.01943000764949829,3.7011293839987047,0.011018961766235558,0.00449362359104902,0.003442587129325927,0.002837712996818655,0.001911979112161148
circle-validation-1,circle,0.005,52002,uncertainty-stop,circle-validation-1-n0-s52002-uncertainty-stop,confident,16,False,True,0.00449362359104902,0.011973483793180972,0.967041015625,0.021207829401312626,40.67133436507086,0,1,0,28.73607454545796,0.023412736201512324,0.0,0.012901607249659719,0.20109164099994814,0.011018961766235558,0.00449362359104902,0.00449362359104902,0.00449362359104902,0.00449362359104902
circle-validation-1,circle,0.005,52002,guarded-stop,circle-validation-1-n0-s52002-guarded-stop,confident,34,False,True,0.0033174996368921243,0.009268369643665342,0.950439453125,0.015150195960581961,87.10460503402103,2,4,0,61.742177917343604,0.02340884014528966,0.0,0.013443362150155735,0.5217796529996122,0.011018961766235558,0.00449362359104902,0.003442587129325927,0.0033174996368921243,0.0033174996368921243
circle-validation-2,circle,0.005,52001,fixed-budget,circle-validation-2-n0-s52001-fixed-budget,budget_exhausted,128,False,True,0.004326979193737819,0.011316639312037191,0.9833984375,0.02106817221043105,276.91790210804254,0,0,0,188.2928695551107,0.007067068458387491,0.0,0.02304066409978986,4.388042876000327,0.0040426997796992195,0.004500678728038939,0.004353105748358413,0.004631808512722347,0.004326979193737819
circle-validation-2,circle,0.005,52001,learned-budget,circle-validation-2-n0-s52001-learned-budget,budget_exhausted,128,False,True,0.0015910731056069723,0.004003876085369562,1.0,0.009164644598343204,275.00349408476114,0,0,0,186.3784615318294,0.007028968575519967,0.015625,0.02276046600045447,4.578850279998733,0.0040426997796992195,0.004379990258505574,0.0030239058228774774,0.0021996660397191666,0.0015910731056069723
circle-validation-2,circle,0.005,52001,learned-coverage,circle-validation-2-n0-s52001-learned-coverage,budget_exhausted,128,False,True,0.0016412682898252662,0.004575094132221791,1.0,0.009163557032829953,284.0110292712255,0,24,0,195.38599671829394,0.006938489071935806,0.0546875,0.017616148900287953,4.04068878399994,0.0040426997796992195,0.004227963099994408,0.002624445572829936,0.0022171102145514343,0.0016412682898252662
circle-validation-2,circle,0.005,52001,uncertainty-stop,circle-validation-2-n0-s52001-uncertainty-stop,confident,16,False,True,0.004227963099994408,0.009026661489620502,1.0,0.021207829400719358,38.09994211358146,0,1,0,27.021813044465024,0.007002256228279102,0.0,0.013891551999222429,0.2114761279990489,0.0040426997796992195,0.004227963099994408,0.004227963099994408,0.004227963099994408,0.004227963099994408
circle-validation-2,circle,0.005,52001,guarded-stop,circle-validation-2-n0-s52001-guarded-stop,confident,34,False,True,0.002656616552221481,0.005874936101878725,1.0,0.01515847614108308,81.59130911439372,2,4,0,58.0502848425213,0.006938489071935806,0.0,0.01333490164934119,0.5227301720005926,0.0040426997796992195,0.004227963099994408,0.002624445572829936,0.002656616552221481,0.002656616552221481
circle-validation-2,circle,0.005,52002,fixed-budget,circle-validation-2-n0-s52002-fixed-budget,budget_exhausted,128,False,True,0.004413973258840816,0.013895967820886201,0.968994140625,0.021065421590283726,280.6976307693925,0,0,0,192.072598216461,0.008082060690936194,0.0,0.01995072819854613,4.455146192000029,0.006124086880516142,0.004902554233696991,0.004965694482380122,0.00483435450166549,0.004413973258840816
circle-validation-2,circle,0.005,52002,learned-budget,circle-validation-2-n0-s52002-learned-budget,budget_exhausted,128,False,True,0.0025349741730735995,0.006224934296189755,0.9052734375,0.009179171790217903,274.21809592136367,0,0,0,185.593063368432,0.007860435340803704,0.0390625,0.017811976149641848,4.248338721999971,0.006124086880516142,0.004000267747874689,0.0036108305010465235,0.00277985584020926,0.0025349741730735995
circle-validation-2,circle,0.005,52002,learned-coverage,circle-validation-2-n0-s52002-learned-coverage,budget_exhausted,128,False,True,0.0022659064107667546,0.005493629332586125,0.9658203125,0.00915446477916785,284.8209711272291,0,24,0,196.1959385742976,0.008084786616982193,0.0625,0.018141240399108936,4.220286750000014,0.006124086880516142,0.004649818517071866,0.003110907766331396,0.0023933571823662424,0.0022659064107667546
circle-validation-2,circle,0.005,52002,uncertainty-stop,circle-validation-2-n0-s52002-uncertainty-stop,confident,16,False,True,0.004649818517071866,0.010986498799462896,0.965087890625,0.02120782940071931,38.09994211358147,0,1,0,27.02181304446502,0.00809564961106419,0.0,0.012655244249344832,0.2121360300006927,0.006124086880516142,0.004649818517071866,0.004649818517071866,0.004649818517071866,0.004649818517071866
circle-validation-2,circle,0.005,52002,guarded-stop,circle-validation-2-n0-s52002-guarded-stop,confident,37,False,True,0.002612831106422388,0.005748702609722156,1.0,0.014758185174079105,88.24264042777895,4,4,0,62.624466955447204,0.008084786616982193,0.0,0.015381857200191005,0.6344661880011699,0.006124086880516142,0.004649818517071866,0.003110907766331396,0.002612831106422388,0.002612831106422388
circle-validation-3,circle,0.005,52001,fixed-budget,circle-validation-3-n0-s52001-fixed-budget,budget_exhausted,128,False,True,0.003902873856284212,0.010570915510644263,0.986572265625,0.021065531218635608,299.218724273372,0,0,0,204.97631758485397,0.019719638460119718,0.0,0.018415500650644387,4.327324732001216,0.009139711915995502,0.0038666321742573005,0.0037434491276151483,0.004249018752924165,0.003902873856284212
